"id_display","category","question","correct_answer","created_at"
"1515","theory","=> En avion, on double :","Par la droite","2024-07-30T13:30:56.708+00:00"
"1516","theory","Qu'est ce que la charge alaire?","Le rapport entre le poids de l'appareil au décollage et la surface portante de sa voilure","2024-07-30T13:30:56.708+00:00"
"1517","history","Dans les années 70, quelle ligne en Europe est la plus desservie ?","Paris-Londres","2024-07-30T13:30:56.708+00:00"
"1518","history","Qui était Constantin "Kostia" Rozanoff ?","Le premier pilote français à avoir franchi le mur du son","2024-07-30T13:30:56.708+00:00"
"1520","geography","Quelle est la ville la plus proche de l'equateur parmi:","Nairobi capitale du Kenya","2024-07-30T13:30:56.708+00:00"
"1527","aircrafts","L'ordre de grandeur de la consommation d'un A220 par passager aux 100km est de :","2,6L","2024-07-30T13:30:56.708+00:00"
"1529","airline","Quelle est l'abréviation attribuée aux pilotes à Air France ?","PNT","2024-07-30T13:30:56.708+00:00"
"1531","history","En quelle annnée disparait Amelia Earhart ?","d) 1937
Elle sombre à bord de son Lockheed Electra le 2 juillet 1937 lors de sa tentative de tour du monde, probablement au large des îles Kiribati","2024-07-30T13:30:56.708+00:00"
"1535","airline","Quel pionnier et constructeur d'avion fut l'un des fondateurs de la Compagnie des messageries aériennes (qui deviendra Air Union, puis Air France):","Louis-Charles Bréguet","2024-07-30T13:30:56.708+00:00"
"1536","aircrafts","Quelle est la poussée unitaire nominale du GE90-115B propulsant les 777-300ER:","513 KN","2024-07-30T13:30:56.708+00:00"
"1537","fleet","Quelle est la poussée unitaire nominale du moteur propulsant les A350 AF:","374 KN","2024-07-30T13:30:56.708+00:00"
"3747","theory","Combien de pieds correspond approximativement l’altitude de croisière d’un avion de ligne classique ?","35 000 ft","2026-02-05T16:23:49.885+00:00"
"3748","theory","Dans l’alphabet aéronautique international, comment dit-on la lettre “J” ?","Juliett","2026-02-05T16:23:49.885+00:00"
"1542","aircrafts","Le Mach de croisière d'un A350 est de :","0,85","2024-07-30T13:30:56.708+00:00"
"1543","aircrafts","Comment se nomme le système de gestion et d'alerte de panne sur Boeing ?","EICAS","2024-07-30T13:30:56.708+00:00"
"1544","theory","5 - Quelle est la valeur du zéro absolu en Kelvin?","0","2024-07-30T13:30:56.708+00:00"
"1545","aircrafts","La pression cabine d'un A350 est de :","6000ft","2024-07-30T13:30:56.708+00:00"
"3749","theory","Pourquoi les hublots des avions sont-ils arrondis et non carrés ?","Pour mieux répartir la pression et éviter les fissures","2026-02-05T16:23:49.885+00:00"
"3752","fleet","Quelle est la capacité d'un A220-300 d'Air France ?","148 sièges","2026-02-08T14:58:32.165+00:00"
"3753","airline","En quelle année la privatisation d'Air France a lieu?","2004","2026-02-08T14:58:32.165+00:00"
"1541","airline","Quel type d'avion AF a été l'objet d'une prise d'otages à Marseille en 1994?","A300","2024-07-30T13:30:56.708+00:00"
"1546","history","- Qui a effectué la première boucle à bord de son Blériot XI en 1913 et qui préfigurait l'art de l'acrobatie aérienne ?","Adolphe Pégoud","2024-07-30T13:30:56.708+00:00"
"3754","airline","En quelle année est créée la filliale Transavia France ?","2006","2026-02-08T14:58:32.165+00:00"
"1548","fleet","Quelle est la capacité en pax des 737-8 NG de Transavia?","189","2024-07-30T13:30:56.708+00:00"
"1549","theory","En vol, un avion plus rapide vous dépasse","maintenez votre cap et votre altitude, l'avion vous dépassera par la droite","2024-07-30T13:30:56.708+00:00"
"1550","theory","En virage symétrique, à altitude constante, à 60° d'inclinaison, le facteur de charge est égal à","2","2024-07-30T13:30:56.708+00:00"
"1551","theory","Une orthodromie est :","La route la plus courte entre deux points du globe","2024-07-30T13:30:56.708+00:00"
"1552","airports","Le bâtiment de l'aéroport de Roissy dédié au personnel navigant AirFrance est surnommé :","La cité PN","2024-07-30T13:30:56.708+00:00"
"1553","airline","Quel aéronef la compagnie Air France n'a t-elle jamais exploité ?","B757","2024-07-30T13:30:56.708+00:00"
"3758","geography","Près de quelle ville française se trouve le siège social mondial de l'avionneur Airbus ?","Toulouse","2026-02-10T16:51:48.422+00:00"
"1555","fleet","Quel avion va rejoindre la flotte AF Cargo ?","A350","2024-07-30T13:30:56.708+00:00"
"1556","theory","Quelle est la réglementation européenne qui s'applique sur les avions tels que ceux d'Air France (masse maximale au décollage supérieure à 5,7 tonnes) ?","CS25","2024-07-30T13:30:56.708+00:00"
"1557","aircrafts","Quelle avancée technologique a été apportée lors du développement de l'A350 ?","L'utilisation de matériaux composites","2024-07-30T13:30:56.708+00:00"
"1558","airline","Comment s'appelle le programme de qualification des avions régionaux chez Air France?","Icare","2024-07-30T13:30:56.708+00:00"
"1559","fleet","Quel est l'avion principalement utilisé par Transavia ?","B737-800","2024-07-30T13:30:56.708+00:00"
"1561","airline","Quel compagnie a récemment rejoint l'alliance Skyteam?","Virgin Atlantic","2024-07-30T13:30:56.708+00:00"
"1563","airline","Quel est le classement d'Air France au Skytrax 2022 ?","8","2024-07-30T13:30:56.708+00:00"
"1564","geography","3) Où est situé le plus grand cimetière d'avions d'Europe ?","Teruel, Espagne","2024-07-30T13:30:56.708+00:00"
"1565","theory","Comment nomme-t-on la partie supérieure de l'aile?","L'extrados","2024-07-30T13:30:56.708+00:00"
"1567","fleet","Quel avion arrive chez Air France-KLM en Octobre 2023?","A320 NEO (chez TO France Hollande et KLM)","2024-07-30T13:30:56.708+00:00"
"1568","airports","Nom de l'aéroport d'Oulan-Bator?","Gengis Khan","2024-07-30T13:30:56.708+00:00"
"1569","theory","Avec un avion ayant une finesse de 6, pour parcourir en vol plané une distance de 6 km en air calme, vous perdez","1000 m","2024-07-30T13:30:56.708+00:00"
"3755","airline","Quelle filiale d’Air France est spécialisée dans le transport régional ?","Air France Hop!","2026-02-08T15:37:42.67+00:00"
"1572","fleet","Combien de Concordes y a t il eu chez AF ?","7","2024-07-30T13:30:56.708+00:00"
"3756","fleet","Quel constructeur équipe majoritairement la flotte moyen-courrier d’Air France ?","Airbus","2026-02-08T15:37:42.67+00:00"
"3759","history","Quel pilote américain a été le premier à franchir officiellement le mur du son en 1947 ?","Chuck Yeager","2026-02-10T16:51:48.422+00:00"
"1594","history","Quel avion d'air France s'est écrasé le 6 juin 1988 à Mulhouse lors d'un meeting aérien ?","A320","2024-07-30T13:30:56.708+00:00"
"1595","airline","En quelle année a eu lieu la fusion de Air Inter - Air France ?","1997","2024-07-30T13:30:56.708+00:00"
"1596","airline","Quel actionnaire important est rentré au capital d'Air France-KLM cette année ?","CMA CGM","2024-07-30T13:30:56.708+00:00"
"1576","airline","En quelle année les cadets d'Air France ont ils été créés ?","1999","2024-07-30T13:30:56.708+00:00"
"1577","airline","Quelles annees les cadets ont ils fermé ?","2009 et 2020","2024-07-30T13:30:56.708+00:00"
"1578","network","Nombre de destination Air France hiver 2022-2023","171","2024-07-30T13:30:56.708+00:00"
"1580","history","Quel autre projet en plus du solar Impulse , Bertrand Picard a t il réalisé ?","Un tour du monde en ballon","2024-07-30T13:30:56.708+00:00"
"1583","aircrafts","Quelle est la MTOW (masse maxi au décollage) de l'A220-300 ?","71t","2024-07-30T13:30:56.708+00:00"
"1584","airline","Quelle est la date du 1er vol commercial du A220 AF ?","31 octobre 2021","2024-07-30T13:30:56.708+00:00"
"1585","fleet","Combien de y a-t-il de places dans l'A220 AF ?","148 sièges en configuration 3-2","2024-07-30T13:30:56.708+00:00"
"1586","theory","Que veut dire l'acronyme AFIS ?","Aérodrome Flight Information Service","2024-07-30T13:30:56.708+00:00"
"1587","fleet","Quel motoriste équipera le futur A320 Néo de Transavia ?","CFM","2024-07-30T13:30:56.708+00:00"
"1589","history","Quel pilote de l'Aeropostale s'est écrasé dans les Andes ?","Guillaumet","2024-07-30T13:30:56.708+00:00"
"1590","airline","Combien de bateaux possèdait AF à ses débuts","3","2024-07-30T13:30:56.708+00:00"
"1591","theory","Assis dans mon cockpit, dans quel sens vais-je voir l'hélice tourner ? (Dans la grande majorité des cas)","Horaire","2024-07-30T13:30:56.708+00:00"
"1592","theory","Lorsque deux aéronefs sont en rapprochement face à face et à la même altitude, chaque pilote doit modifier sa trajectoire vers:","La droite","2024-07-30T13:30:56.708+00:00"
"1599","aircrafts","Pour quels records l'Airbus A340 s'est vite fait connaître ?","Records de vitesse et de distance","2024-07-30T13:30:56.708+00:00"
"3757","theory","À quelle altitude de croisière volent généralement les avions de ligne long-courriers ?","Environ 35 000 pieds","2026-02-08T17:25:57.699+00:00"
"3760","airports","Quel aéroport Français possède le code OACI FMEE ?","Saint-Denis","2026-02-11T10:34:30.549+00:00"
"1618","history","En 1960, quel avion ne vole plus chez Air France ?","Le Dewoitine 338 (retiré fin des années 40s)","2024-07-30T13:30:56.708+00:00"
"1619","network","Quel aéroport n'est pas une base de Transavia France ?","Toulouse Blagnac","2024-07-30T13:30:56.708+00:00"
"1620","aircrafts","Combien de carburant l'A220 permet il d'économiser par rapport aux A318/A319 qu'il remplace ?","20%","2024-07-30T13:30:56.708+00:00"
"1621","theory","En France en VFR, quel est le FL parmi les suivants à adopter pour un cap 130°?","FL75","2024-07-30T13:30:56.708+00:00"
"1622","network","Quel pays n'est pas desservi par Air France ?","Namibie","2024-07-30T13:30:56.708+00:00"
"3761","airports","Quel est l’aéroport français situé à l’altitude la plus élevée ?","Courchevel (2008 mètres)","2026-02-11T10:34:30.549+00:00"
"3767","theory","La portance d’une aile dépend principalement de :","La densité de l’air, la vitesse et la surface alaire","2026-02-12T21:54:19.677+00:00"
"1601","history","En combien d'heure le concorde ralliait-il Paris à New York ?","3,5 h","2024-07-30T13:30:56.708+00:00"
"3768","theory","Que signifie FL350 ?","35 000 pieds","2026-02-12T21:54:19.677+00:00"
"1604","theory","A quel âge peut-on être titulaire de l'ATPL pratique ?","d) 21 ans","2024-07-30T13:30:56.708+00:00"
"3769","theory","En virage stabilisé, le facteur de charge :","Augmente","2026-02-12T21:54:19.677+00:00"
"1606","history","En quelle année Solar Impulse boucle-t-il son premier tour du monde ?","2016","2024-07-30T13:30:56.708+00:00"
"1607","fleet","Quel est le % de la flotte d'Air France en location opérationnelle (ou operating lease)?","60%","2024-07-30T13:30:56.708+00:00"
"3770","aircrafts","Lequel de ces aéronefs a 3 moteurs?","B727","2026-02-15T10:57:03.765+00:00"
"1609","theory","Lors d'une ressource, le facteur de charge","Augmente","2024-07-30T13:30:56.708+00:00"
"1611","theory","Vous êtes en vol, parallèlement à la piste, à contre QFU, votre position dans le circuit est dite en:","Vent arrière","2024-07-30T13:30:56.708+00:00"
"1612","theory","La piste en service est la 12, les caps magnétiques successifs (vent arrière, étape de base, finale) que devra prendre le pilote pour un tour de piste main gauche sont:","300-210-120","2024-07-30T13:30:56.708+00:00"
"1613","airports","Trouver le code aéroport erroné","Rome - ROM (le bon est FCO)","2024-07-30T13:30:56.708+00:00"
"1614","theory","Quel est le taux de dilution d'un réacteur double flux ?","Rapport massique d'air entre un flux froid et un flux chaud","2024-07-30T13:30:56.708+00:00"
"1615","history","Quel est le premier avion civil disposant de commandes de vol électriques analogiques ?","Concorde","2024-07-30T13:30:56.708+00:00"
"1616","theory","à partir de combien d'heure de vol un équipage est renforcé avec un deuxième copilote ?","Entre 8h30 et 9h30","2024-07-30T13:30:56.708+00:00"
"1617","history","Qui a inventé le badin?","Raoul Badin","2024-07-30T13:30:56.708+00:00"
"3771","history","Quel est le nom de l’avion dans lequel Clément Ader réalise son premier vol?","Eole","2026-02-15T10:57:03.766+00:00"
"1624","aircrafts","Comment s'appelait les A220 avant qu'Airbus ne rachète Bombardier?","C-series","2024-07-30T13:30:56.708+00:00"
"1625","history","À bord de quel avion Charles Nungesser et François Coli ont-ils tentés la traversée de l'Atlantique?","L'oiseau Blanc","2024-07-30T13:30:56.708+00:00"
"1626","fleet","Quelle rangée de siège est absente de tous les avions de la flotte Air France ?","13","2024-07-30T13:30:56.708+00:00"
"1628","airline","Comment AirFrance a baptisé la première Caravelle pour vol commercial en 1959 ?","Alsace","2024-07-30T13:30:56.708+00:00"
"1629","fleet","Combien Air France a commandé d'A220 ?","60","2024-07-30T13:30:56.708+00:00"
"1630","theory","Qu'est ce qu'une ZCIT / ITCZ ?","Zone de convergence inter tropicale","2024-07-30T13:30:56.708+00:00"
"3764","theory","Quel est l'âge légal pour un lâcher solo en PPL ?","16 ans","2026-02-11T14:04:50.774+00:00"
"3765","airports","Quel est le code OACI de Jeddah ?","OEJN","2026-02-11T14:04:50.774+00:00"
"3766","airports","Quel est la taille de la piste de l'Aéroport de Saint-Barthélemy ?","646 m","2026-02-11T14:04:50.774+00:00"
"1646","history","De quelle compagnie Air France n'est-elle pas issue?","L'aéropostale","2024-07-30T13:30:56.708+00:00"
"1647","history","Premier astronaute à faire un vol orbital ?","GLENN","2024-07-30T13:30:56.708+00:00"
"1648","history","Quel journaliste propose pour la première fois le nom Air France en août 1933?","Georges Raffalovitch","2024-07-30T13:30:56.708+00:00"
"1649","fleet","Quel est le dernier avion acquis par AF pour effectuer les vols moyen-courrier ?","-A220","2024-07-30T13:30:56.708+00:00"
"1650","fleet","Quel nom un Airbus A320 a-t-il reçu pour rendre hommage à la Martinique ?","-Le Diamant","2024-07-30T13:30:56.708+00:00"
"3772","theory","Quel est le rôle du trim?","Il compense les efforts au manche pour maintenir l'altitude","2026-02-15T10:57:03.766+00:00"
"1632","history","Le premier dirigeable à contourner la Tour Eiffel en 1901 est piloté par :","Alberto Santos-Dumont","2024-07-30T13:30:56.708+00:00"
"1634","aircrafts","A quelle altitude cabine se déclenche automatiquement le lâché des masques à oxygène dans un avion de ligne ?","14000 pieds","2024-07-30T13:30:56.708+00:00"
"1635","airline","Comment s'appelle l'outil de régulation des vols chez Air France ?","Sirocco","2024-07-30T13:30:56.708+00:00"
"1636","airline","De quand date la création du Centre de Contrôle des Opérations d'Air France ?","1999","2024-07-30T13:30:56.708+00:00"
"1638","theory","La vitesse conventionnelle est la vitesse","-Qui serait indiquée si l'installation de l'anémomètre était parfaite","2024-07-30T13:30:56.708+00:00"
"1639","theory","La condensation de la vapeur d'eau dans une masse d'air peut être obtenue par :","-Refroidissement ou par un apport d'humidité","2024-07-30T13:30:56.708+00:00"
"1640","theory","3) Braquer les ailerons pour s'incliner provoque un effet secondaire appelé","-Lacet inverse","2024-07-30T13:30:56.708+00:00"
"1641","airline","Année d'entrée en service du Boeing 707 chez AF ?","1960","2024-07-30T13:30:56.708+00:00"
"1642","fleet","3) Quelle est la réduction de la consommation de carburant et des émissions de CO2 annoncée pour les appareils NEO en commande ?","- 15%","2024-07-30T13:30:56.708+00:00"
"1643","theory","Une surface frontale est :","-Une surface de contact entre deux masses d'air différentes","2024-07-30T13:30:56.708+00:00"
"1644","airline","Depuis quand la compagnie AF dessert-elle la Martinique ?","1947","2024-07-30T13:30:56.708+00:00"
"1645","geography","Il est minuit à Paris, en Martinique, il est :","18h","2024-07-30T13:30:56.708+00:00"
"1654","geography","Quelle est la ville la plus lointaine de Paris ?","Bangalore","2024-07-30T13:30:56.708+00:00"
"1655","airports","À quel aéroport Roland Garros a-t-il donné son nom ?","Saint-Denis, La Réunion","2024-07-30T13:30:56.708+00:00"
"1657","geography","Quelle capitale se trouve la plus proche de l'Equateur ?","Libreville","2024-07-30T13:30:56.708+00:00"
"1658","geography","Quelle ville est dans l'hémisphère Sud ?","Quito","2024-07-30T13:30:56.708+00:00"
"3773","theory","Quel type de courant aérien les planeurs utilisent-ils principalement pour gagner de l'altitude ?","Les ascendances thermiques","2026-02-15T20:35:06.374+00:00"
"3774","theory","En aéronautique, à quoi correspond la « finesse » d'un aéronef ?","Le rapport entre la distance horizontale parcourue et l'altitude perdue","2026-02-15T20:35:06.374+00:00"
"1670","history","Quel fut le seul avion équipé de 6 moteurs à pistons ayant servi à Air France ?","Latécoère 631","2024-07-30T13:30:56.708+00:00"
"1671","network","Quelle compagnie va rejoindre la Skyteam début 2023 ?","Virgin Atlantic","2024-07-30T13:30:56.708+00:00"
"3775","theory","Au sein de la Fédération Aéronautique Internationale (FAI), que désigne l'acronyme « IGC » ?","Un format de fichier informatique pour enregistrer les trajectoires de vol","2026-02-15T20:35:06.374+00:00"
"1673","fleet","Quel pourcentage de la flotte d'Air France les avions de nouvelle génération représenteront ils à l'horizon 2030?","70 %","2024-07-30T13:30:56.708+00:00"
"1674","airports","Quel est le nom de l'aéroport desservi par Air France sur l'île de la Réunion ?","Roland Garros (aussi communément et historiquement appelé Gillot)","2024-07-30T13:30:56.708+00:00"
"1675","fleet","Quel nouveau type d'appareil intégrera la flotte Transavia à l'été 2023 ?","A320 Neo","2024-07-30T13:30:56.708+00:00"
"1661","airports","Quel aéroport dispose de la plus longue piste en France?","Paris CDG","2024-07-30T13:30:56.708+00:00"
"1662","theory","Que désigne l'acronyme "SBAS" ?","Satellite Based Augmentation System","2024-07-30T13:30:56.708+00:00"
"1663","geography","Quelle est l'altitude de Mexico ?","7350ft","2024-07-30T13:30:56.708+00:00"
"1664","geography","Quelle est la capitale de la Namibie ?","Windhoek","2024-07-30T13:30:56.708+00:00"
"1666","aircrafts","Quelle était la vitesse max du concorde ?","MACH 2.2 (limité non pas par les efforts structurels mais par l'échauffement créé par les frottements avec l'air!)","2024-07-30T13:30:56.708+00:00"
"1667","theory","Comment appelle-t-on les voies aériennes de l'atlantique du nord ?","NAT (North Atlantic Track)","2024-07-30T13:30:56.708+00:00"
"1668","theory","Qu'est-ce que le système ACARS ?","Aircraft Communication Addressing and Reporting System","2024-07-30T13:30:56.708+00:00"
"1669","history","Quel a été les premières mission d'aviation dans la 1er Guerre mondiale ?","Observer les ennemis","2024-07-30T13:30:56.708+00:00"
"1676","airline","Lequel de ces hommes n'a jamais été PDG de Air France ?","Jacques Attali","2024-07-30T13:30:56.708+00:00"
"1677","airports","De quel ville l'aéroport MCO est-il l'acronyme ?","Orlando","2024-07-30T13:30:56.708+00:00"
"1679","theory","Dans quelle couche de l'atmosphère vole les avions MONO-moteur à Pistons ?","La troposphère","2024-07-30T13:30:56.708+00:00"
"1681","history","En quelle année fut envoyé réussi le premier vol dans l'espace avec un Homme?","1961","2024-07-30T13:30:56.708+00:00"
"1683","geography","Dans quel pays est situé l'aéroport le plus bas du monde ?","Israël","2024-07-30T13:30:56.708+00:00"
"1684","geography","Il est 12h à Paris. Quelle heure est-il à Montevideo ?","8h","2024-07-30T13:30:56.708+00:00"
"1685","geography","Quel pays est situé sur le tropique du Cancer ?","L'Arabie Saoudite","2024-07-30T13:30:56.708+00:00"
"1686","geography","Quelle est la capitale de Eswatini ?","Mbabane (pays connu précédemment sous le nom de Swaziland)","2024-07-30T13:30:56.708+00:00"
"1687","theory","What are the winglets for ?","reduce the drag","2024-07-30T13:30:56.708+00:00"
"1688","airline","Que représente la queue de la crevette d'Air France ?","La queue du dragon d'Annam","2024-07-30T13:30:56.708+00:00"
"3776","theory","Quel est le facteur de charge limite en catégorie transport (CS-25 / FAR-25) pour un avion de ligne en vol normal ?","+2,5 g","2026-02-16T16:02:54.587+00:00"
"1694","fleet","Combien de vols par jour réalise en moyenne un appareil long-courrier ?","1.3","2024-07-30T13:30:56.708+00:00"
"1695","geography","Si je décolle vers l'aéroport de Christchurch, je risque d'atterrir :","En Nouvelle-Zélande","2024-07-30T13:30:56.708+00:00"
"1696","geography","Quel est le pays dont la capitale est Kinshasa ?","République Démocratique du Congo","2024-07-30T13:30:56.708+00:00"
"1697","aircrafts","Quelles entreprises se sont unies pour créer un des plus grand motoriste mondial : CFM ?","Safran et General Electric","2024-07-30T13:30:56.708+00:00"
"1698","aircrafts","Dans quelle ville ce situe le siège social de Boeing ?","Chicago (mais a priori en cours de déplacement vers Arlington (Washington DC, VA))","2024-07-30T13:30:56.708+00:00"
"3777","theory","Dans une approche ILS, que fournit le localizer ?","Le guidage latéral","2026-02-16T16:02:54.587+00:00"
"1700","geography","Quelle est la capitale de l'Azerbaïdjan ?","Baku","2024-07-30T13:30:56.708+00:00"
"3778","theory","Quel est l’objectif principal du système FADEC sur un turboréacteur moderne ?","Optimiser et contrôler automatiquement les paramètres moteur","2026-02-16T16:02:54.587+00:00"
"1719","aircrafts","Quelle est la consommation moyenne d'un A320 en croisière ?","Environ 2400kg/h","2024-07-30T13:30:56.708+00:00"
"1690","airline","Quel a été le nombre de tonnes de fret transportés par Air France Cargo en 2021 ?","500.000t","2024-07-30T13:30:56.708+00:00"
"1691","airline","Quel est le nombre de clients Skyteam chaque année ?","670M","2024-07-30T13:30:56.708+00:00"
"1692","airline","Qui proposera le nom d'Air France ?","Georges Raffalovich","2024-07-30T13:30:56.708+00:00"
"1693","aircrafts","Quelle est le moteur présent sur les Embraer 170 de chez HOP! ?","CF34","2024-08-23T17:38:06.772+00:00"
"1703","history","Quelle est la seconde femme française spationaute ?","Sophie Adenot","2024-07-30T13:30:56.708+00:00"
"1705","history","A quelle période ont été mis en place les premiers portes avions ?","WW1","2024-07-30T13:30:56.708+00:00"
"1706","history","Quelle est la première femme à avoir été aux commandes du concorde ?","Barbara Harmer","2024-07-30T13:30:56.708+00:00"
"1707","theory","De combien de bandes est composée une piste faisant 45 mètres de largeur ?","12","2024-07-30T13:30:56.708+00:00"
"1708","theory","À partir de quelle valeur max la RVR est elle normalement reportée ?","1500 m","2024-07-30T13:30:56.708+00:00"
"1709","history","Vers 1914, Lawrence Sperry met au point:","le premier pilote automatique","2024-07-30T13:30:56.708+00:00"
"1710","history","Le concepteur de la fusée Saturn V qui conduisit l'homme sur la Lune était:","Werner von BRAUN","2024-07-30T13:30:56.708+00:00"
"1711","aircrafts","Quel constructeur a commercialisé le DR 400 en mars 1972 ?","ROBIN","2024-07-30T13:30:56.708+00:00"
"1713","theory","La vitesse maximale généralement autorisée en dessous de 10 000 pieds est de :","250 noeuds","2024-07-30T13:30:56.708+00:00"
"1714","theory","Lors du décollage, comment s'appelle la vitesse à laquelle l'avion ne peut plus s'arrêter, si quelque chose d'anormal survient, sur la piste","V1","2024-07-30T13:30:56.708+00:00"
"1715","theory","Juste avant que l'avion ne se pose, il effectue un léger cabrage. Quel est le nom de cette manœuvre ?","L'arrondi","2024-07-30T13:30:56.708+00:00"
"1716","theory","La surface atmosphérique se situant vers 11000 m d'altitude est appelée :","tropopause","2024-07-30T13:30:56.708+00:00"
"1717","theory","L'unité de pression utilisée dans le système international et en aéronautique est :","le Pascal","2024-07-30T13:30:56.708+00:00"
"1720","aircrafts","Quelle est le fuel flow d'un 320 au décollage ?","Environ 5500kg/h","2024-07-30T13:30:56.708+00:00"
"3779","theory","La vitesse de décrochage est fixé à :","une vitesse donnée","2026-02-16T17:42:56.221+00:00"
"3780","theory","Que signifie OVC DANS UN METAR?","OVERCAST","2026-02-16T17:42:56.221+00:00"
"1723","aircrafts","De combien de pièces est composé un avion de ligne moderne ?","700 000","2024-07-30T13:30:56.708+00:00"
"3781","theory","Le centrage a un impact sur :","la stabilité et le contrôle","2026-02-16T17:42:56.221+00:00"
"3782","military","Depuis quel avion le X-15 était-il largué ?","B52","2026-02-16T21:33:07.285+00:00"
"3783","theory","Que signifie IVV ?","Interruption Volontaire de Vol","2026-02-16T21:33:07.285+00:00"
"3784","history","En quelle année l’ENAC fusionne-t-elle avec le SEFA ?","2011","2026-02-16T21:33:07.285+00:00"
"3785","theory","À quoi servent les winglets situés au bout des ailes ?","réduire la traînée et la consommation de carburant","2026-02-18T09:43:45.393+00:00"
"3786","theory","Sur une piste, que signifient les deux grands chiffres peints en blanc à chaque extrémité ?","l’orientation magnétique de la piste","2026-02-18T09:43:45.393+00:00"
"3787","theory","Quel est le rôle principal de l’APU ?","permet l’alimentions électrique et d’air pour le démarrage des moteurs au sol","2026-02-18T09:43:45.393+00:00"
"3788","aircrafts","Quel avion est le plus produit de toute l’histoire de l’aviation ?","Cessna 172","2026-02-19T21:40:33.845+00:00"
"3789","history","Quel pays est à l’origine du premier avion à réaction opérationnel ?","Allemagne","2026-02-19T21:40:33.845+00:00"
"1746","history","Qui a inventé le concept de la turbine à gaz, utilisé dans les moteurs d'avion ?","Frank Whittle","2024-07-30T13:30:56.708+00:00"
"1747","fleet","De combien de places assises dispose le dernier model d'appareil livré à Air France, l'A220:","c) 148","2024-07-26T08:57:15.771+00:00"
"1748","theory","Quel organe d'un avion est responsable de générer la portance nécessaire pour le maintenir en vol ?","Voilure (ailes)","2024-07-30T13:30:56.709+00:00"
"1724","theory","Pour calculer la distance de décollage d’un avion, il faut prendre en compte ?","la température, l’altitude de l’aéroport, la masse de l’avion","2024-07-30T08:34:11.697+00:00"
"1726","network","Quel continent Air France dessert-elle avec le plus grand nombre de destinations ?","Europe","2024-07-29T19:15:19.433+00:00"
"1727","airline","Quel est le principal objectif de la création de Transavia par le groupe Air France-KLM ?","Desservir les destinations de vacances à bas coût","2024-07-29T19:15:19.433+00:00"
"1730","airline","Quel type d'avion a été utilisé par Air France pour inaugurer ses premiers vols long-courriers transatlantiques réguliers ?","a) Lockheed Constellation","2024-07-29T08:57:44.496+00:00"
"1731","airline","Quel fut le premier avion supersonique commercial exploité par Air France ?","a) Concorde","2024-07-29T08:57:44.496+00:00"
"1733","network","Lequel de ces aéroports mexicains n'est pas desservi par Air France (Air France cargo inclus):","c) MTY","2024-07-28T14:12:33.913+00:00"
"1734","airline","Laquelle de ces compagnies n'est pas membre fondateur de l'alliance Skyteam:","c) KLM","2024-07-28T14:12:33.913+00:00"
"1735","airports","Quel est le code IATA du nouvel aéroport de Mexico (desservi par Air France cargo):","b) NLU","2024-07-28T14:12:33.913+00:00"
"1736","theory","Quel est le rôle principal des volets de bord de fuite sur un avion ?","Réduire la vitesse de décrochage","2024-07-28T09:57:27.216+00:00"
"1742","airline","Quel pourcentage de bio-carburant Air France prévoit-elle d'utiliser sur tous ses avions d'ici 2030?","d) 10%","2024-07-26T08:57:15.771+00:00"
"1743","theory","Comment prononces t-on la  lettre K en Alphabet aéronautique ?","a) Kilo","2024-07-26T08:57:15.771+00:00"
"3790","military","Quel avion est devenu célèbre pour avoir largué la première bombe atomique en opération en 1945 ?","Boeing B-29 Superfortress Enola Gay","2026-02-19T21:40:33.845+00:00"
"1755","history","Combien de temps a duré la traversée NY - Paris de Lindbergh ?","33h30","2024-07-30T13:30:56.709+00:00"
"1756","airline","Quel événement majeur a marqué l'histoire d'Air France en 2004 ?","La fusion avec KLM","2024-07-30T13:30:56.709+00:00"
"1757","theory","Dans le modèle de l’atmosphère standard, de combien baisse la température tous les 1000ft ?","2°C","2024-07-30T18:50:19.474+00:00"
"1760","aircrafts","Lequel de ces avions n'est pas un trimoteur ?","Le Dassault Falcon 5X","2024-07-30T13:30:56.708+00:00"
"1761","geography","Lequel de ces pays d'Amérique du Sud n'est pas sur le même fuseau horaire que les autres ?","Argentine","2024-08-07T16:17:19.027+00:00"
"1762","airports","De quand date l'aéroport de Roissy Charles de Gaulle ?","1974","2024-07-30T13:30:56.708+00:00"
"1763","history","Quel est le Concorde exposé aux bourget ?","F-BTSD","2024-07-30T13:30:56.709+00:00"
"1764","geography","Pays non frontalier du Togo ?","Nigeria","2024-07-30T13:30:56.709+00:00"
"1765","theory","Quel est le nom donné à la force aérodynamique exercée par un avion qui agit dans le sens opposé à son mouvement ?","Traînée","2024-07-30T13:30:56.709+00:00"
"1766","airline","Comment s'appelle le service d'accompagnement des passagers présentant un handicap chez Air France?","Saphyre","2024-08-03T13:15:18.456+00:00"
"1767","theory","Quel nuage est associé aux orages ?","le cumulonimbus","2024-07-30T13:30:56.708+00:00"
"1769","theory","À quelle vitesse se déplace en moyenne un front froid","50 km/h","2024-07-30T13:30:56.708+00:00"
"1771","aircrafts","Passagers dans le Concorde ?","100","2024-08-10T07:21:58.112+00:00"
"1772","military","Quelle est la vitesse max du Rafale en altitude ?","Mach 1.8","2024-07-30T13:30:56.709+00:00"
